Team_Season,Team,QB,RB,WR,TE,OL,Offense,IDL,EDGE,LB,S,CB,Defense,Season,W_PCT,Playoffs,SB,Cap,QB_P,RB_P,WR_P,TE_P,OL_P,IDL_P,EDGE_P,LB_P,S_P,CB_P,Defense_P,Offense_P,Dead_Open_Specials,W
Bengals 2020,Bengals,7882344,10305900,37184947,9965411,27247745,92586347,29271973,4182486,5961669,13144334,27676010,80236472,2020,0.281,0,0,198200000,0.039769646821392536,0.05199747729566095,0.18761325428859738,0.05027957114026236,0.13747600908173563,0.14768906659939454,0.021102351160443997,0.030079056508577194,0.06631853683148335,0.13963678102926336,0.4048257921291625,0.46713595862764884,0.12803824924318863,4
Browns 2020,Browns,11937673,6893053,33178607,8176049,40583203,100768585,17914080,26132262,6861412,9671857,18075490,78655101,2020,0.688,1,0,198200000,0.06023043895055499,0.03477826942482341,0.1673996316851665,0.04125150857719475,0.20475884460141272,0.09038385469223006,0.13184794147325934,0.03461862764883956,0.04879847124117054,0.09119823410696266,0.3968471291624622,0.5084186932391523,0.09473417759838543,11
Cowboys 2020,Cowboys,35728728,12355915,18148958,6554264,27902811,100690676,13356195,14629219,18552489,5243874,9660756,61442533,2020,0.375,0,0,198200000,0.18026603430877902,0.06234064076690212,0.09156891019172553,0.0330689404641776,0.1407810847628658,0.06738746215943492,0.07381038849646822,0.09360488900100908,0.026457487386478306,0.04874246215943492,0.3100026892028254,0.50802561049445,0.18197170030272458,6
Broncos 2020,Broncos,3938956,9025620,9316695,7139192,24536776,53957239,23618489,36419854,3752646,27037756,20138402,110967147,2020,0.313,0,0,198200000,0.01987364278506559,0.04553794147325933,0.047006533804238144,0.036020141271442985,0.1237980625630676,0.11916492936427851,0.18375304742684156,0.018933632694248234,0.13641652875882945,0.10160646821392533,0.5598746064581231,0.27223632189707364,0.16788907164480316,5
Lions 2020,Lions,23776471,4561066,17671718,10449973,22917842,79377070,8469068,26497026,16088641,8317073,27875270,87247078,2020,0.313,0,0,198200000,0.11996201311806257,0.023012441977800203,0.08916103935418769,0.05272438446014127,0.11562987891019172,0.04272990918264379,0.13368832492431887,0.08117376892028254,0.04196303229061554,0.14064212916246216,0.4401971644803229,0.40048975782038343,0.1593130776992937,5
Texans 2020,Texans,14334715,16353897,23107507,6027564,37592815,97416498,23019923,16478521,17873795,7768067,15354867,80495173,2020,0.25,0,0,198200000,0.0723244954591322,0.08251209384460141,0.11658681634712412,0.030411523713420787,0.18967111503531786,0.11614491927346116,0.0831408728557013,0.0901806004036327,0.03919307265388496,0.07747157921291625,0.40613104439959635,0.4915060443995964,0.10236291120080732,4
Colts 2020,Colts,47105566,5629641,19415611,10806164,50913166,133870148,33864259,15097967,7983967,7437136,13393415,77776744,2020,0.688,1,0,198200000,0.23766683148335016,0.028403839556004035,0.09795969223007063,0.05452151362260343,0.25687772956609484,0.17085902623612512,0.07617541372351161,0.040282376387487384,0.03752339051463169,0.0675752522704339,0.3924154591321897,0.6754296064581231,-0.06784506559031289,11
Jaguars 2020,Jaguars,2218968,4284150,13008642,7035664,34261623,60809047,9073262,10129711,24171380,6022218,15313716,64710287,2020,0.063,0,0,198200000,0.011195600403632695,0.021615287588294653,0.0656339152371342,0.035497800201816344,0.1728638900100908,0.04577831483350151,0.05110853178607467,0.12195449041372351,0.03038455095862765,0.07726395560040364,0.32648984359233096,0.3068064934409687,0.3667036629667003,1
Chiefs 2020,Chiefs,7250503,5099201,36777928,12578400,36669047,98375079,18388976,27380548,21534268,23192615,7893856,98390263,2020,0.875,1,0,198200000,0.036581750756811304,0.02572755297679112,0.1855596770938446,0.06346316851664985,0.18501032795156408,0.09277989909182643,0.13814605449041373,0.10864918264379415,0.1170162209889001,0.03982772956609485,0.49641908678102925,0.49634247729566094,0.0072384359233097495,14
Raiders 2020,Raiders,31625000,8300028,18214691,15657398,53138925,126936042,13236548,18222524,16390125,20138076,8384032,76371305,2020,0.5,0,0,198200000,0.15956104944500504,0.041877033299697275,0.09190056004036327,0.07899797174571141,0.26810759334006057,0.06678379414732594,0.09194008072653885,0.08269487891019173,0.10160482341069627,0.04230086781029263,0.3853244450050454,0.6404442078708376,-0.025768652875882925,8
Chargers 2020,Chargers,13077156,7122592,19513770,16077000,32040903,87831421,11318006,34806798,15450481,8080983,22250416,91906684,2020,0.438,0,0,198200000,0.06597959636730576,0.03593638748738648,0.09845494450050454,0.08111503531786075,0.1616594500504541,0.05710396569122099,0.17561452068617558,0.07795399091826438,0.04077186175580222,0.1122624419778002,0.4637067810292634,0.4431454137235116,0.09314780524722499,7
Rams 2020,Rams,29742082,4617451,16494036,12714317,22942443,86510329,33835477,12064881,3154812,6219689,12460591,67735450,2020,0.625,1,0,198200000,0.15006095862764884,0.023296927346115034,0.08321915237134207,0.06414892532795156,0.11575400100908173,0.17071380928355195,0.06087225529767911,0.015917315842583248,0.03138087285570131,0.06286877396569122,0.34175302724520684,0.43647996468213923,0.22176700807265393,10
Dolphins 2020,Dolphins,13738107,6048483,12934747,5150508,25769545,63641390,8882281,30184088,9679600,15602600,34531218,98879787,2020,0.625,0,0,198200000,0.06931436427850655,0.030517068617558023,0.0652610847628658,0.025986417759838547,0.13001788597376387,0.04481473763874874,0.1522910595358224,0.04883753784056508,0.07872149344096872,0.17422410696266397,0.49888893541876894,0.3210968213925328,0.1800142431886982,10
Vikings 2020,Vikings,22173100,7162164,17888635,11517438,17340511,76081848,8975453,11670056,24254783,23730611,7944494,76575397,2020,0.438,0,0,198200000,0.111872351160444,0.03613604439959637,0.09025547426841574,0.05811018163471241,0.08748996468213925,0.045284828456104945,0.05888020181634712,0.12237529263370334,0.11973063067608476,0.04008321897073663,0.38635417255297677,0.3838640161453078,0.22978181130171538,7
Patriots 2020,Patriots,3605328,11650746,18385266,2423440,37449919,73514699,13774273,10921606,2456912,13468641,40532199,81153631,2020,0.438,0,0,198200000,0.01819035317860747,0.05878277497477296,0.09276118062563067,0.012227245206861756,0.18895014631685167,0.06949683652875883,0.05510396569122099,0.012396125126135218,0.06795479818365288,0.20450150857719476,0.40945323410696266,0.3709117003027245,0.21963506559031276,7
Saints 2020,Saints,29615000,10071475,15770933,12818826,26828544,95104778,15509386,14776363,14017409,6835585,15982911,67121654,2020,0.75,1,0,198200000,0.14941977800201817,0.05081470736629667,0.07957080221997982,0.06467621594349142,0.1353609687184662,0.07825119071644804,0.074552790110999,0.07072355701311807,0.03448831987891019,0.08064031786074673,0.338656175580222,0.4798424722502523,0.18150135216952568,12
Giants 2020,Giants,8405304,13923430,23880958,7419447,35630875,89260014,24137314,7290295,16794724,14908372,13037624,76168329,2020,0.375,0,0,198200000,0.042408193743693236,0.07024939455095863,0.1204891927346115,0.037434142280524725,0.17977232593340062,0.12178261352169525,0.036782517658930376,0.08473624621594349,0.07521882946518668,0.065780141271443,0.3843003481331988,0.4503532492431887,0.16534640262361244,6
Jets 2020,Jets,10741087,2359512,20094445,6041573,30068651,69305268,18519603,7043171,16895382,8641644,9088228,60188028,2020,0.125,0,0,198200000,0.05419317356205853,0.011904702320887991,0.10138468718466195,0.03048220484359233,0.15170863269424822,0.09343896569122098,0.035535676084762866,0.08524410696266398,0.043600625630676085,0.045853824419778005,0.30367319878910193,0.34967340060544905,0.346653400605449,2
Eagles 2020,Eagles,21452022,3762174,29943350,15435113,39993612,110586271,26475772,12152197,5348034,9032645,8624266,61632914,2020,0.281,0,0,198200000,0.10823421796165489,0.018981705348133197,0.15107643794147327,0.07787645307769929,0.20178411705348134,0.13358108980827446,0.06131280020181635,0.026983017154389506,0.04557338546922301,0.043512946518668015,0.31096323915237134,0.557952931382442,0.1310838294651867,4
Steelers 2020,Steelers,25787420,3152932,5904043,8917978,34322786,78085159,31946840,20928988,14097958,7531643,22491577,96997006,2020,0.75,1,0,198200000,0.13010807265388497,0.015907830474268414,0.029788309788092836,0.044994843592330976,0.17317248234106963,0.16118486377396568,0.10559529767911201,0.07112995963673058,0.038000216952573156,0.11347919778002018,0.48938953582240163,0.3939715388496468,0.11663892532795161,12
49ers 2020,49ers,28656986,12651495,11274168,8237185,34553407,95373241,12427647,27179317,4658200,12992886,23135002,80393052,2020,0.375,0,0,198200000,0.14458620585267407,0.06383196266397578,0.056882785065590316,0.04155996468213925,0.1743360595358224,0.0627025580221998,0.1371307618567104,0.02350252270433905,0.06555441977800201,0.11672553985872856,0.40561580221997984,0.4811969778002018,0.11318721997981829,6
Seahawks 2020,Seahawks,32063900,9951728,16222301,12094038,26646044,96978011,11979291,11274881,33886063,11699875,10554173,79394283,2020,0.75,1,0,198200000,0.1617754793138244,0.05021053481331988,0.08184813824419777,0.06101936427850656,0.1344401816347124,0.060440418768920284,0.0568863824419778,0.1709690363269425,0.059030650857719476,0.053250116044399595,0.4005766044399596,0.48929369828456104,0.11012969727547928,12
Buccaneers 2020,Buccaneers,27556500,6969905,14576858,19792747,40217623,109113633,20612811,29946760,19483225,4118737,6385738,80547271,2020,0.688,1,1,198200000,0.1390338042381433,0.03516601917255298,0.07354620585267406,0.09986249747729566,0.20291434409687184,0.10400005549949545,0.1510936427850656,0.09830083249243189,0.020780711402623612,0.032218657921291624,0.4063939001009082,0.5505228708375378,0.04308322906155393,11
Titans 2020,Titans,23182000,8686298,21162541,6544772,47116265,106691876,14054420,15690717,7625164,13109660,22134071,72614032,2020,0.688,1,0,198200000,0.11696266397578203,0.043825923309788094,0.10677366801210898,0.03302104944500504,0.23772081231079717,0.07091029263370333,0.07916607971745711,0.038472068617558024,0.06614359233097881,0.11167543390514632,0.3663674672048436,0.5383041170534814,0.09532841574167505,11
Commanders 2020,Commanders,21143235,4636838,5094070,5735630,37529075,74138848,14842436,23435574,10601855,17618175,12168640,78666680,2020,0.438,1,0,198200000,0.10667626135216952,0.023394742684157418,0.025701664984863773,0.028938597376387487,0.18934952068617558,0.07488615539858728,0.11824204843592331,0.0534906912209889,0.08889089303733602,0.06139576185671039,0.3969055499495459,0.3740607870837538,0.22903366296670025,7
Packers 2020,Packers,24645540,7058628,20521932,5301804,47239400,104767304,15375862,35768583,8225930,14695548,9592282,83658205,2020,0.813,1,0,198200000,0.1243468213925328,0.0356136629667003,0.10354153380423814,0.026749767911200806,0.23834207870837537,0.07757750756811302,0.1804671190716448,0.0415031786074672,0.0741450454086781,0.048396982845610496,0.42208983350151363,0.5285938647830474,0.04931630171543899,13
Cardinals 2019,Cardinals,8296599,12140266,16674681,3588603,34014338,74714487,10667138,21964198,7709824,4786932,17466133,62594225,2019,0.344,0,0,188200000,0.04408394792773645,0.06450725823591924,0.08860085547290117,0.019068028692879914,0.18073505844845908,0.05667979808714134,0.11670668437832094,0.040966121147715195,0.025435345377258237,0.09280623273113708,0.3325941817215728,0.3969951487778959,0.2704106695005313,5
Falcons 2019,Falcons,18063000,9484109,15332230,5258881,36609416,84747636,17244922,10698868,21102931,10218404,17012133,76277258,2019,0.438,0,0,188200000,0.09597768331562168,0.050393777895855474,0.08146774707757705,0.027943044633368757,0.19452399574920298,0.09163082890541976,0.05684839532412327,0.11213034537725823,0.05429545164718385,0.0903939054197662,0.40529892667375134,0.45030624867162594,0.14439482465462272,7
Ravens 2019,Ravens,4187820,4647747,12405040,6811187,24600941,52652735,20449011,5276260,5177136,23587904,39039526,93529837,2019,0.875,1,0,188200000,0.022251965993623803,0.024695786397449522,0.06591413390010627,0.03619121679064825,0.13071700850159404,0.10865574388947928,0.02803538788522848,0.027508692879914982,0.1253342401700319,0.20743637619553668,0.4969704410201913,0.2797701115834219,0.2232594473963868,14
Bills 2019,Bills,6713826,4562191,18785529,10198933,31194376,71454855,21159179,26135699,11160531,12774835,7549959,78780203,2019,0.625,1,0,188200000,0.03567388947927736,0.024241184909670564,0.09981683846971307,0.054191992561105205,0.1657512008501594,0.11242921891604676,0.1388719394261424,0.05930143995749203,0.06787903825717322,0.040116679064824655,0.41859831562167904,0.3796751062699256,0.20172657810839534,10
Panthers 2019,Panthers,24395545,6283177,9197102,9028498,22616326,71520648,30399334,18490862,22276998,8586514,7357669,87111377,2019,0.313,0,0,188200000,0.12962563761955367,0.03338563761955367,0.04886876726886291,0.04797289054197662,0.12017176408076514,0.1615267481402763,0.09825112646121148,0.11836874601487779,0.04562441020191286,0.03909494686503719,0.4628659776833156,0.380024697130712,0.15710932518597231,5
Bears 2019,Bears,14055437,1792775,28561458,12492121,19864821,76766612,18306693,19067986,16116704,5683006,30304445,89478834,2019,0.5,0,0,188200000,0.07468351222104144,0.009525903294367694,0.1517612008501594,0.06637683846971307,0.10555165249734325,0.09727254516471838,0.10131767268862912,0.08563604675876726,0.03019663124335813,0.16102255579171096,0.4754454516471838,0.40789910733262486,0.11665544102019132,8
Bengals 2019,Bengals,17389080,7753530,28740271,10882654,32697458,97462993,18381875,13617308,4597140,7071863,23542739,67210925,2019,0.125,0,0,188200000,0.09239681190223167,0.04119835281615303,0.15271132306057386,0.057824941551540915,0.17373782146652497,0.0976720244420829,0.07235551540913922,0.024426886291179596,0.03757631774707758,0.12509425611052072,0.357125,0.5178692507970244,0.12500574920297558,2
Browns 2019,Browns,11826075,3404034,35727967,6562380,36723539,94243995,11397361,24112662,14396593,15255977,21268697,86431290,2019,0.375,0,0,188200000,0.06283780552603613,0.018087321997874602,0.18984041976620616,0.034869181721572794,0.1951303878852285,0.0605598352816153,0.1281225398512221,0.07649624335812964,0.08106257704569607,0.11301114240170032,0.45925233793836345,0.5007651168969182,0.03998254516471844,6
Cowboys 2019,Cowboys,2903516,7258235,23195205,6115957,52928659,92401572,16270733,24047890,14935984,5626954,11759970,72641531,2019,0.5,0,0,188200000,0.015427821466524973,0.03856660467587673,0.12324763549415516,0.03249711477151966,0.28123623273113707,0.08645447927736451,0.12777837407013815,0.07936229543039319,0.029898799149840595,0.0624865568544102,0.3859805047821466,0.4909754091392136,0.1230440860786397,8
Broncos 2019,Broncos,6936162,4939853,4509420,7329076,26251247,49965758,19079701,32887968,7052588,11185503,19461415,89667175,2019,0.438,0,0,188200000,0.03685527098831031,0.02624789054197662,0.023960786397449522,0.038943018065887354,0.1394859032943677,0.1013799202975558,0.17475009564293306,0.03747390010626993,0.05943412858660999,0.10340815621679064,0.47644620085015943,0.2654928692879915,0.25806092986184903,7
Lions 2019,Lions,31930059,2307429,17465459,6730065,27129944,85562956,15087044,9609031,15306901,5017157,23637112,68657245,2019,0.219,0,0,188200000,0.1696602497343252,0.012260515409139213,0.092802651434644,0.03576017534537726,0.14415485653560042,0.08016495217853348,0.05105755047821466,0.08133316153028693,0.02665864505844846,0.1255957066950053,0.36481001594048884,0.4546384484590861,0.18055153560042503,3
Texans 2019,Texans,7833793,12744125,27327533,3376502,26680848,77962801,24929692,18363703,9961506,11103156,19735855,84093912,2019,0.625,1,0,188200000,0.041624829968119025,0.06771586078639745,0.14520474495217853,0.017941030818278428,0.14176858660998937,0.132463825717322,0.09757546758767269,0.05293042507970244,0.05899657810839532,0.1048663921360255,0.44683268862911796,0.4142550531349628,0.13891225823591924,10
Colts 2019,Colts,11793235,2907359,31309352,14444000,29040221,89494167,6581313,31084855,4862403,9200559,21669013,73398143,2019,0.438,0,0,188200000,0.06266331030818278,0.015448241232731138,0.16636212539851222,0.07674814027630181,0.1543051062699256,0.0349697821466525,0.165169261424017,0.025836360255047822,0.048887136025504783,0.11513821997874601,0.3900007598299681,0.47552692348565356,0.1344723166843783,7
Jaguars 2019,Jaguars,13149963,9322496,13956013,5508925,32106212,74043609,27738114,7443609,12613248,6361198,24220950,78377119,2019,0.375,0,0,188200000,0.06987227948990436,0.049535047821466525,0.07415522316684378,0.029271652497343252,0.17059623804463336,0.1473863655685441,0.03955158873538789,0.06702044633368756,0.03380020191285866,0.12869792773645058,0.4164565302869288,0.3934304410201913,0.19011302869287983,6
Chiefs 2019,Chiefs,9288808,6758058,25947032,12691900,30594087,85279885,7958341,13963072,11996608,14285030,9297683,57500734,2019,0.75,1,1,188200000,0.04935604675876727,0.03590891604675877,0.13786945802337938,0.06743836344314559,0.16256156748140277,0.042286615302869285,0.0741927311370882,0.0637439319872476,0.07590345377258235,0.049403204038257174,0.30552993623804464,0.4531343517534538,0.24133571200850157,12
Raiders 2019,Raiders,25688481,8002165,14399349,5767514,40914105,94771614,5970975,10718493,8512658,19976408,9652415,54830949,2019,0.438,0,0,188200000,0.13649564824654623,0.04251947396386822,0.07651088735387886,0.030645664187035068,0.2173969447396387,0.031726753453772585,0.056952672688629115,0.045231976620616364,0.10614456960680127,0.05128807120085016,0.2913440435706695,0.503568618490967,0.20508733793836353,7
Chargers 2019,Chargers,27064655,6477550,23608026,7014216,37523591,101688038,8892283,29172771,11889408,7265608,12377117,69597187,2019,0.313,0,0,188200000,0.14380794367693941,0.034418437832093515,0.12544115834218916,0.03727001062699256,0.19938146121147715,0.047249112646121146,0.15500941020191286,0.06317432518597237,0.03860578108395324,0.0657657651434644,0.36980439426142403,0.5403190116896918,0.08987659404888415,5
Rams 2019,Rams,11765577,12126193,26412655,4228642,31811467,86344534,30585660,17851822,6129397,9800904,11806937,76174720,2019,0.563,0,0,188200000,0.06251634962805526,0.06443248140276302,0.14034354410201913,0.022468873538788525,0.1690301115834219,0.16251679064824653,0.09485558979808714,0.03256852816153029,0.05207706695005313,0.06273611583421891,0.40475409139213603,0.4587913602550478,0.13645454835281612,9
Dolphins 2019,Dolphins,7119898,1989719,21269506,2790180,10059484,43228787,7091738,4005733,5737573,30648047,17524815,65007906,2019,0.313,0,0,188200000,0.03783155154091392,0.010572364505844846,0.11301544102019129,0.014825611052072264,0.05345103081827843,0.03768192348565356,0.021284447396386824,0.030486572794899042,0.16284828374070137,0.09311803931987248,0.3454192667375133,0.22969599893730075,0.42488473432518603,5
Vikings 2019,Vikings,29905000,4409766,22442158,6058384,24116130,86931438,15106796,23691333,12871959,15018703,27075664,93764455,2019,0.625,1,0,188200000,0.15890010626992562,0.023431275239107333,0.11924632306057385,0.032191200850159404,0.12814096705632305,0.08026990435706695,0.12588380977683317,0.0683951062699256,0.07980182252922423,0.14386643995749204,0.49821708289054195,0.4619098724760893,0.039873044633368826,10
Patriots 2019,Patriots,22535204,12229419,18179022,2677268,23741152,79362065,6821358,10952860,19123431,27918225,18863654,83679528,2019,0.75,1,0,188200000,0.11974072263549415,0.06498097236981934,0.09659416578108396,0.014225653560042508,0.12614852284803402,0.03624526036131775,0.05819798087141339,0.10161227948990435,0.1483433846971307,0.10023195536663124,0.44463086078639746,0.42169003719447395,0.13367910201912858,12
Saints 2019,Saints,26595000,3756693,13051443,6502176,42560951,92466263,10807620,14664025,20311789,4190537,16638197,66612168,2019,0.813,1,0,188200000,0.1413124335812965,0.019961174282678,0.06934879383634432,0.03454928799149841,0.22614745483528162,0.05742624867162593,0.0779172422954304,0.10792661530286929,0.022266402763018067,0.08840699787460149,0.35394350690754517,0.49131914452709885,0.15473734856535604,13
Giants 2019,Giants,28405163,8989981,16166352,8759798,26599108,88920402,7672043,10746861,14231925,8300429,5000958,45952216,2019,0.25,0,0,188200000,0.15093072794899043,0.04776823060573858,0.08589985122210414,0.046545154091392135,0.141334261424017,0.040765371944739635,0.057103405951115835,0.07562128055260361,0.04410429861849097,0.026572571732199787,0.24416692879914983,0.4724782252922423,0.2833548459086078,4
Jets 2019,Jets,9491711,11432801,19374147,3093662,35809241,79201562,18448512,6035480,25047180,11243424,22098745,82873341,2019,0.438,0,0,188200000,0.05043417109458023,0.06074814558979809,0.10294445802337938,0.01643816153028693,0.1902722688629118,0.09802609989373007,0.032069500531349625,0.13308809776833155,0.05974189160467588,0.11742159936238045,0.4403471891604676,0.4208372051009564,0.138815605738576,7
Eagles 2019,Eagles,14278779,5468274,19997045,7822805,36444965,84011868,17465235,11566811,7692784,20577441,9679240,66981511,2019,0.563,1,0,188200000,0.07587023910733262,0.02905565356004251,0.10625422422954305,0.04156644527098831,0.19365018597236983,0.09280146121147716,0.061460207226354945,0.04087557917109458,0.10933815621679065,0.05143060573857598,0.3559060095642933,0.4463967481402763,0.1976972422954304,9
Steelers 2019,Steelers,27991392,1766913,4570576,8105668,36091768,78526317,31563825,14409336,13056501,5534972,18112322,82676956,2019,0.5,0,0,188200000,0.1487321572794899,0.009388485653560043,0.024285738575982995,0.04306943676939426,0.19177347502656747,0.16771426673751327,0.07656395324123273,0.06937566950053135,0.029410053134962807,0.0962397555791711,0.43930369819341125,0.41724929330499466,0.1434470085015941,8
49ers 2019,49ers,21532358,12516472,15349829,4258221,37558398,91215278,7219127,39706057,15326818,10736568,16769419,89757989,2019,0.813,1,0,188200000,0.1144121041445271,0.06650622741764081,0.08156125929861849,0.02262604144527099,0.19956640807651435,0.03835880446333688,0.21097798618490968,0.0814389904357067,0.05704871413390011,0.08910424548352816,0.4769287407013815,0.4846720403825717,0.038399218916046696,13
Seahawks 2019,Seahawks,26996766,5035413,12335319,6730075,33430896,84528469,5120514,21581217,27139216,10653670,4300635,68795252,2019,0.688,1,0,188200000,0.143447215727949,0.026755648246546228,0.06554367162592986,0.035760228480340064,0.17763494155154091,0.027207832093517535,0.11467171625929862,0.14420412327311372,0.056608235919234855,0.022851408076514347,0.3655433156216791,0.44914170563230604,0.18531497874601488,11
Buccaneers 2019,Buccaneers,23770750,5056256,21803199,11313773,42981228,104925206,21184145,18583642,17521770,5355326,4962631,67607514,2019,0.438,0,0,188200000,0.1263057917109458,0.026866397449521785,0.11585121679064825,0.06011569075451647,0.22838059511158343,0.11256187566418703,0.09874411264612115,0.0931018597236982,0.028455504782146653,0.026368921360255048,0.3592322741764081,0.5575196918172157,0.08324803400637615,7
Titans 2019,Titans,23283000,7319205,16140089,8786988,34514326,90043608,25607015,8743596,10915774,8433793,30531666,84231844,2019,0.563,1,0,188200000,0.12371413390010627,0.03889056854410202,0.08576030286928799,0.04668962805526036,0.18339174282678003,0.13606277895855473,0.046459064824654624,0.05800092454835282,0.044812927736450583,0.16222989373007438,0.44756558979808714,0.47844637619553665,0.07398803400637621,9
Commanders 2019,Commanders,29974202,8218621,9962196,17664279,32197919,98017217,11134561,18408787,3849469,7558867,22689383,63641067,2019,0.188,0,0,188200000,0.15926781083953243,0.04366961211477152,0.05293409139213603,0.09385908076514346,0.17108352284803402,0.05916344845908608,0.09781502125398513,0.020454139213602552,0.04016401168969182,0.12055995217853348,0.338156572794899,0.5208141179596174,0.14102930924548351,3
Packers 2019,Packers,30060000,2275911,16313123,16508239,45779795,110937068,8776062,18915217,4713346,8930462,13575522,54910609,2019,0.813,1,0,188200000,0.15972369819341126,0.012093044633368757,0.08667971838469712,0.08771646652497343,0.24325077045696067,0.046631572794899045,0.10050593517534538,0.025044346439957493,0.047451976620616364,0.07213348565356004,0.29176731668437833,0.5894636981934113,0.11876898512221046,13
Cardinals 2018,Cardinals,5229993,6642019,21383544,8338914,16580007,58174477,6574896,22609536,12827408,8859951,16131635,67003426,2018,0.188,0,0,177200000,0.029514633182844245,0.03748317720090293,0.12067462753950339,0.04705933408577878,0.0935666309255079,0.037104379232505647,0.12759331828442438,0.07238943566591421,0.04999972347629797,0.09103631489841986,0.3781231715575621,0.32829840293453727,0.2935784255079006,3
Falcons 2018,Falcons,22329200,7325063,24432270,2433131,40262172,96781836,6021602,11943939,8581239,9445802,26512595,62505177,2018,0.438,0,0,177200000,0.12601128668171557,0.041337827313769754,0.1378796275395034,0.013730987584650113,0.22721316027088037,0.033981952595936796,0.06740371896162528,0.04842685665914221,0.05330588036117381,0.1496196106094808,0.3527380191873589,0.5461728893905192,0.10108909142212186,7
Ravens 2018,Ravens,27572118,3363334,12886087,4763673,21740115,70325327,9730013,11748483,10994045,16441962,26734432,75648935,2018,0.625,1,0,177200000,0.15559886004514673,0.018980440180586908,0.07272058126410835,0.026883030474040632,0.12268687923250564,0.054909779909706545,0.06630069413092551,0.06204314334085779,0.09278759593679459,0.15087151241534988,0.4269127257336343,0.39686979119638827,0.17621748306997742,10
Bills 2018,Bills,4972932,12700103,3135006,10226000,13535618,44569659,13874163,18752548,8735891,12472941,7366816,61202359,2018,0.375,0,0,177200000,0.02806395033860045,0.07167101015801354,0.017691907449209933,0.05770880361173815,0.07638610609480813,0.0782966309255079,0.10582702031602709,0.049299610609480814,0.07038905756207675,0.04157345372460497,0.3453857731376975,0.2515217776523702,0.40309244920993226,6
Panthers 2018,Panthers,22245471,6826065,12594544,9312292,32444025,83422397,25938492,15594755,18109544,8525314,10046763,78214868,2018,0.438,0,0,177200000,0.12553877539503386,0.03852181151241535,0.07107530474040633,0.05255243792325057,0.18309269187358918,0.14637975169300227,0.08800651805869074,0.1021983295711061,0.048111252821670426,0.056697308126410835,0.4413931602708804,0.47078102144469525,0.08782581828442437,7
Bears 2018,Bears,10598281,2865819,26134139,16862132,25838059,82298430,16269909,26108093,12062109,4184476,18514959,77139546,2018,0.75,1,0,177200000,0.059809712189616254,0.016172793453724604,0.14748385440180586,0.09515875846501129,0.14581297404063207,0.09181664221218962,0.14733686794582393,0.06807059255079007,0.023614424379232505,0.10448622460496614,0.4353247516930023,0.46443809255079005,0.10023715575620762,12
Bengals 2018,Bengals,17198153,6168245,22333466,9109741,26761854,81571459,17980043,21586114,18408108,6721891,22735864,87432020,2018,0.375,0,0,177200000,0.09705503950338601,0.034809509029345376,0.1260353611738149,0.05140937358916479,0.15102626410835215,0.10146751128668172,0.12181779909706546,0.10388322799097066,0.03793392212189616,0.128306230248307,0.493408690744921,0.4603355474040632,0.046255761851015764,6
Browns 2018,Browns,24442360,5651728,19436865,7333699,34889282,91753934,2692766,13837156,21595019,5640141,18933305,62698387,2018,0.469,0,0,177200000,0.13793656884875846,0.03189462753950339,0.10968885440180587,0.04138656320541761,0.1968921106094808,0.015196196388261852,0.07808778781038375,0.12186805304740406,0.031829238148984196,0.10684709367945824,0.3538283690744921,0.5177987246049661,0.12837290632054177,7
Cowboys 2018,Cowboys,1816903,7705768,17811897,2372304,43159686,72866558,5600665,30183328,18325353,4718347,5642991,64470684,2018,0.625,1,0,177200000,0.010253402934537246,0.04348627539503386,0.10051860609480813,0.013387720090293454,0.24356481941309255,0.03160646162528217,0.17033480812641083,0.10341621331828442,0.026627240406320543,0.031845321670428896,0.36383004514672684,0.41121082392776526,0.2249591309255079,10
Broncos 2018,Broncos,15706000,1963621,14510892,2980830,27685340,62846683,19610747,22060696,13626497,8651558,23101585,87051083,2018,0.375,0,0,177200000,0.08863431151241535,0.011081382618510159,0.08188990970654628,0.016821839729119638,0.15623781038374718,0.11067012979683973,0.12449602708803612,0.07689896726862303,0.048823690744920996,0.130370118510158,0.4912589334085779,0.3546652539503386,0.1540758126410835,6
Lions 2018,Lions,27560000,7708425,10261176,4771517,26454707,76755825,6088251,19866349,13152062,13868343,12942767,65917772,2018,0.375,0,0,177200000,0.15553047404063206,0.043501269751693,0.057907313769751695,0.02692729683972912,0.1492929288939052,0.034358075620767495,0.112112579006772,0.07422156884875847,0.07826378668171557,0.07304044582392777,0.3719964559819413,0.4331592832957111,0.19484426072234762,6
Texans 2018,Texans,4498746,8781571,22937792,3958681,21831728,62008518,19458959,20876470,10503200,11881679,32029767,94750075,2018,0.688,1,0,177200000,0.02538795711060948,0.04955739841986456,0.12944577878103838,0.022340186230248308,0.12320388261851016,0.10981353837471783,0.11781303611738149,0.05927313769751693,0.06705236455981942,0.1807548927765237,0.5347069695259594,0.3499352031602709,0.11535782731376965,11
Colts 2018,Colts,25722676,2083712,20549797,13375573,25098865,86830623,11406297,12518570,3849218,6461829,5307934,39543848,2018,0.625,1,0,177200000,0.1451618284424379,0.011759097065462755,0.11596950902934537,0.07548291760722348,0.14164145033860046,0.06436962189616253,0.07064655756207674,0.02172244920993228,0.03646630361173815,0.029954480812641085,0.2231594130925508,0.49001480248307,0.2868257844243792,10
